Age Group,Gender,Education,Monthly Income,City,Employment Status,Shopping Frequency,Avg Spend per Visit,Preferred Payment,Product Categories,Offer Sensitivity,Local vs Intl Brands,Preferred Shopping Time,Loyalty Program Member,Loyalty Usage Frequency,Satisfaction Score (1-10),Would Recommend,Preferred Rewards,Suggested Improvement,Willing to Try New Service,Willingness to Pay (custom services),Switch for Better Tech,Shopping Challenges,Importance Scores,Loyalty Features Desired
18–25,Male,Master's,>100k,City D,Employed,Weekly,438.49,UPI,Beverages,Strongly,Sometimes,Morning,No,Sometimes,10,Maybe,"Free Products, Priority Checkout",Faster billing,Yes,23.39,Yes,Long queues,"5,5,5,4,5",More Points
60+,Male,Bachelor's,30k–50k,City A,Homemaker,Weekly,581.99,Mobile Wallet,"Snacks, Beverages, Dairy",Strongly,Always,Morning,Yes,Never,4,Yes,"Priority Checkout, Cashback",More offers,No,197.7,Yes,"Poor customer service, Lack of variety, Price inconsistency","3,4,4,2,3",Instant Discounts
26–35,Female,Bachelor's,30k–50k,City D,Employed,Bi-weekly,666.83,UPI,Snacks,Moderately,Never,Morning,No,Always,7,No,"Exclusive Discounts, Priority Checkout",Improved customer service,No,155.36,No,"Poor customer service, Product unavailability, Long queues","3,5,2,5,3",Personalized Offers
26–35,Female,Bachelor's,<10k,City A,Employed,Weekly,714.48,UPI,"Dairy, Beverages, Snacks",Moderately,Sometimes,Night,Yes,Sometimes,8,Yes,"Priority Checkout, Free Products",Improved customer service,Maybe,58.33,Yes,Product unavailability,"3,3,2,5,4",Cashback
18–25,Male,Master's,30k–50k,City D,Employed,Weekly,470.44,Credit Card,"Snacks, Beverages",Moderately,Sometimes,Night,Yes,Always,6,Yes,"Points, Exclusive Discounts",More offers,Yes,160.23,Yes,Poor customer service,"5,3,2,1,4",Cashback
36–45,Female,Bachelor's,10k–30k,City B,Unemployed,Rarely,223.82,Others,Snacks,Moderately,Sometimes,Evening,No,Sometimes,6,Maybe,"Free Products, Priority Checkout",Faster billing,Maybe,99.97,Yes,"Price inconsistency, Product unavailability, Lack of variety","4,3,4,2,4",Cashback
18–25,Female,High school,30k–50k,City D,Retired,Rarely,401.49,Credit Card,"Dairy, Household Supplies, Snacks",Strongly,Sometimes,Afternoon,Yes,Sometimes,3,No,"Points, Cashback",Improved customer service,Yes,145.61,No,Product unavailability,"3,4,4,1,5",Personalized Offers
46–60,Female,Doctorate,50k–100k,City B,Retired,Monthly,448.78,Mobile Wallet,"Snacks, Household Supplies",Strongly,Never,Morning,Yes,Always,5,Maybe,"Free Products, Cashback",More offers,Yes,43.12,Yes,"Poor customer service, Long queues, Lack of variety","3,5,2,3,4",Instant Discounts
18–25,Female,High school,30k–50k,City C,Employed,Daily,468.93,UPI,"Frozen Foods, Dairy, Fresh Produce",Moderately,Sometimes,Morning,Yes,Sometimes,10,Yes,"Exclusive Discounts, Cashback",More offers,Yes,39.43,Depends,"Product unavailability, Long queues, Price inconsistency","5,3,5,2,3",Cashback
18–25,Male,Bachelor's,<10k,City A,Homemaker,Weekly,477.46,Others,"Household Supplies, Snacks, Fresh Produce",Moderately,Always,Afternoon,Yes,Sometimes,2,Yes,"Priority Checkout, Free Products",Improved customer service,Yes,139.07,Yes,"Poor customer service, Product unavailability, Long queues","4,5,2,1,4",Cashback
18–25,Female,Bachelor's,10k–30k,City A,Student,Bi-weekly,634.27,Credit Card,"Household Supplies, Beverages",Slightly,Sometimes,Night,No,Always,5,Yes,"Cashback, Points",Improved customer service,Yes,233.03,Yes,"Poor customer service, Lack of variety, Long queues","4,4,5,4,5",Instant Discounts
26–35,Male,High school,30k–50k,City D,Student,Weekly,652.93,UPI,"Fresh Produce, Snacks, Frozen Foods",Moderately,Never,Afternoon,Yes,Sometimes,5,Maybe,"Exclusive Discounts, Free Products",Improved customer service,Maybe,81.29,Yes,"Poor customer service, Product unavailability","3,4,4,4,3",Cashback
26–35,Female,High school,30k–50k,City D,Student,Rarely,479.4,Mobile Wallet,"Snacks, Fresh Produce, Household Supplies",Moderately,Sometimes,Afternoon,No,Never,7,Yes,"Priority Checkout, Points",More offers,Yes,76.75,Depends,Long queues,"4,5,3,5,4",Instant Discounts
18–25,Female,High school,50k–100k,City D,Self-employed,Bi-weekly,631.82,Credit Card,"Frozen Foods, Fresh Produce, Household Supplies",Moderately,Never,Evening,Yes,Always,4,Yes,"Cashback, Points",More offers,Maybe,99.68,Yes,"Poor customer service, Product unavailability","4,5,5,4,5",Personalized Offers
36–45,Female,Doctorate,50k–100k,City C,Employed,Weekly,542.92,UPI,Frozen Foods,Not at all,Sometimes,Morning,No,Sometimes,6,Maybe,"Free Products, Priority Checkout",Better variety,Yes,40.6,Yes,"Poor customer service, Product unavailability","3,3,5,1,5",Cashback
26–35,Female,Bachelor's,30k–50k,City D,Employed,Rarely,507.74,Mobile Wallet,Snacks,Strongly,Never,Evening,Yes,Always,9,No,"Priority Checkout, Free Products",Better variety,Yes,153.17,Depends,"Price inconsistency, Long queues","3,3,4,5,5",Cashback
26–35,Male,Other,10k–30k,City A,Student,Rarely,608.79,UPI,Frozen Foods,Moderately,Sometimes,Afternoon,Yes,Always,4,Yes,"Cashback, Free Products",Faster billing,Yes,174.12,Yes,"Lack of variety, Long queues, Poor customer service","3,5,3,5,5",Cashback
26–35,Female,Bachelor's,10k–30k,City B,Employed,Weekly,508.67,Credit Card,"Fresh Produce, Beverages",Strongly,Sometimes,Morning,Yes,Rarely,6,Maybe,"Priority Checkout, Points",Improved customer service,No,148.93,Yes,Product unavailability,"5,3,5,4,5",Cashback
26–35,Prefer not to say,Bachelor's,10k–30k,City B,Homemaker,Bi-weekly,746.94,Mobile Wallet,"Frozen Foods, Snacks",Strongly,Sometimes,Afternoon,Yes,Sometimes,9,Yes,"Priority Checkout, Free Products",Improved customer service,No,109.81,No,"Price inconsistency, Lack of variety, Long queues","3,4,5,4,5",Instant Discounts
26–35,Female,Bachelor's,10k–30k,City C,Employed,Weekly,327.39,Mobile Wallet,"Beverages, Dairy, Snacks",Moderately,Never,Night,Yes,Sometimes,10,Yes,"Points, Exclusive Discounts",Faster billing,Maybe,58.51,Depends,Price inconsistency,"4,4,3,5,3",Cashback
18–25,Male,Bachelor's,30k–50k,City B,Homemaker,Weekly,438.18,Credit Card,"Fresh Produce, Beverages, Snacks",Moderately,Sometimes,Afternoon,No,Always,1,Yes,"Cashback, Points",More offers,No,243.8,No,Price inconsistency,"3,5,3,5,5",More Points
18–25,Male,Master's,30k–50k,City A,Employed,Weekly,484.82,Credit Card,"Dairy, Frozen Foods, Snacks",Moderately,Never,Afternoon,Yes,Rarely,8,Yes,"Exclusive Discounts, Priority Checkout",More offers,Yes,68.55,Depends,"Product unavailability, Long queues","4,3,5,2,4",Instant Discounts
46–60,Male,Bachelor's,30k–50k,City C,Retired,Bi-weekly,552.73,Others,"Frozen Foods, Beverages",Not at all,Sometimes,Morning,Yes,Rarely,1,Maybe,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,67.13,No,"Price inconsistency, Product unavailability","3,3,5,4,5",Personalized Offers
46–60,Female,Bachelor's,<10k,City D,Self-employed,Rarely,652.16,Mobile Wallet,"Frozen Foods, Snacks",Strongly,Always,Evening,Yes,Always,4,Maybe,"Points, Cashback",More offers,Maybe,12.49,Depends,Poor customer service,"4,3,2,4,4",More Points
26–35,Female,Doctorate,10k–30k,City B,Employed,Bi-weekly,497.07,UPI,Beverages,Not at all,Sometimes,Night,No,Always,3,Yes,"Priority Checkout, Exclusive Discounts",Faster billing,Maybe,34.69,No,Poor customer service,"4,3,2,3,4",Cashback
26–35,Male,Doctorate,10k–30k,City A,Employed,Weekly,329.33,Credit Card,"Beverages, Dairy, Frozen Foods",Moderately,Sometimes,Afternoon,Yes,Always,4,Maybe,"Cashback, Points",Faster billing,Yes,140.98,Yes,"Long queues, Lack of variety, Poor customer service","3,3,3,1,4",More Points
36–45,Female,Doctorate,10k–30k,City A,Self-employed,Bi-weekly,601.1,Credit Card,Snacks,Slightly,Sometimes,Morning,Yes,Rarely,7,Yes,"Exclusive Discounts, Free Products",Improved customer service,Yes,94.39,Yes,Product unavailability,"3,4,3,5,4",Instant Discounts
26–35,Female,Bachelor's,50k–100k,City A,Retired,Weekly,590.6,Credit Card,"Fresh Produce, Frozen Foods",Strongly,Sometimes,Night,Yes,Always,9,Yes,"Points, Exclusive Discounts",Faster billing,Maybe,68.17,No,"Price inconsistency, Lack of variety","5,5,3,5,3",Cashback
18–25,Female,Master's,<10k,City B,Employed,Monthly,266.98,Credit Card,"Beverages, Dairy, Household Supplies",Moderately,Sometimes,Evening,No,Sometimes,9,Yes,"Exclusive Discounts, Points",Better variety,Maybe,72.13,No,Long queues,"4,3,2,3,3",Cashback
18–25,Female,Bachelor's,30k–50k,City C,Employed,Weekly,499.54,Mobile Wallet,Beverages,Moderately,Never,Evening,No,Always,10,Maybe,"Points, Cashback",Better variety,No,89.17,Yes,"Price inconsistency, Long queues, Product unavailability","3,5,5,2,5",Personalized Offers
36–45,Female,Bachelor's,10k–30k,City C,Retired,Weekly,309.18,Mobile Wallet,"Beverages, Household Supplies",Moderately,Always,Afternoon,Yes,Always,1,Yes,"Free Products, Priority Checkout",Better variety,Yes,80.14,Yes,Long queues,"5,3,2,2,4",Cashback
36–45,Female,Bachelor's,50k–100k,City C,Self-employed,Weekly,420.24,Mobile Wallet,Dairy,Strongly,Sometimes,Morning,Yes,Always,10,Yes,"Priority Checkout, Exclusive Discounts",Improved customer service,Maybe,204.16,Yes,"Price inconsistency, Lack of variety","5,3,4,4,4",Cashback
18–25,Male,Bachelor's,30k–50k,City B,Employed,Monthly,391.66,Cash,Frozen Foods,Slightly,Never,Evening,Yes,Sometimes,1,Yes,"Priority Checkout, Free Products",Better variety,Yes,97.68,Depends,"Long queues, Product unavailability","4,5,2,5,5",Personalized Offers
18–25,Female,High school,10k–30k,City D,Employed,Weekly,597.11,Mobile Wallet,Frozen Foods,Moderately,Sometimes,Evening,No,Always,9,Yes,"Free Products, Cashback",Improved customer service,Yes,128.75,Yes,Product unavailability,"4,5,4,1,4",Cashback
18–25,Female,Bachelor's,30k–50k,City A,Employed,Monthly,514.02,Credit Card,"Fresh Produce, Household Supplies, Snacks",Moderately,Sometimes,Evening,Yes,Sometimes,4,Maybe,"Points, Cashback",More offers,Yes,123.55,Yes,"Long queues, Lack of variety","4,3,3,2,3",Cashback
36–45,Female,Doctorate,30k–50k,City B,Self-employed,Weekly,345.73,Cash,"Dairy, Fresh Produce",Not at all,Sometimes,Morning,No,Sometimes,3,Yes,"Exclusive Discounts, Priority Checkout",Better variety,Yes,125.59,No,"Product unavailability, Lack of variety, Long queues","4,4,4,3,5",Cashback
18–25,Female,Bachelor's,>100k,City D,Employed,Weekly,605.61,UPI,Household Supplies,Slightly,Sometimes,Evening,Yes,Sometimes,9,Yes,"Free Products, Points",Better variety,Maybe,97.76,Depends,Poor customer service,"5,3,5,1,4",Instant Discounts
18–25,Female,High school,10k–30k,City A,Unemployed,Bi-weekly,327.94,Mobile Wallet,"Fresh Produce, Beverages, Household Supplies",Slightly,Always,Night,Yes,Rarely,5,No,"Free Products, Cashback",Improved customer service,No,91.54,Depends,Product unavailability,"5,4,5,2,4",Personalized Offers
36–45,Male,High school,50k–100k,City A,Employed,Rarely,539.61,UPI,Fresh Produce,Not at all,Sometimes,Night,Yes,Rarely,6,Yes,"Exclusive Discounts, Free Products",More offers,Maybe,158.59,Depends,"Long queues, Poor customer service, Product unavailability","4,4,4,3,5",Instant Discounts
18–25,Male,Doctorate,50k–100k,City D,Employed,Rarely,402.32,Credit Card,"Fresh Produce, Beverages, Snacks",Moderately,Never,Morning,No,Rarely,1,Maybe,"Free Products, Priority Checkout",More offers,Yes,133.18,No,Lack of variety,"5,3,5,3,5",Cashback
36–45,Male,Bachelor's,50k–100k,City B,Self-employed,Weekly,456.12,UPI,Fresh Produce,Not at all,Sometimes,Evening,No,Never,1,Yes,"Cashback, Free Products",Better variety,Maybe,74.49,Depends,"Price inconsistency, Product unavailability, Poor customer service","5,3,5,2,3",Cashback
18–25,Male,Bachelor's,30k–50k,City C,Unemployed,Weekly,560.51,Mobile Wallet,"Dairy, Fresh Produce",Moderately,Always,Evening,No,Sometimes,7,Yes,"Points, Free Products",More offers,No,0.0,Yes,"Price inconsistency, Long queues","5,5,2,4,4",Instant Discounts
18–25,Female,Master's,30k–50k,City A,Retired,Weekly,562.57,UPI,"Dairy, Beverages, Frozen Foods",Slightly,Sometimes,Night,Yes,Always,10,Maybe,"Exclusive Discounts, Priority Checkout",Better variety,Yes,83.58,Yes,"Product unavailability, Poor customer service","3,3,5,4,5",Instant Discounts
18–25,Prefer not to say,Master's,30k–50k,City C,Employed,Bi-weekly,660.44,Credit Card,Frozen Foods,Slightly,Sometimes,Night,Yes,Rarely,8,Yes,"Priority Checkout, Points",Improved customer service,Maybe,38.38,Depends,"Product unavailability, Long queues, Poor customer service","3,3,5,5,3",Instant Discounts
36–45,Male,Bachelor's,50k–100k,City B,Homemaker,Bi-weekly,490.13,Others,"Dairy, Beverages",Strongly,Always,Night,Yes,Sometimes,8,No,"Points, Priority Checkout",Improved customer service,Yes,64.6,Yes,Poor customer service,"3,3,4,3,3",Instant Discounts
46–60,Male,Master's,30k–50k,City A,Self-employed,Rarely,536.77,UPI,"Frozen Foods, Snacks, Household Supplies",Moderately,Never,Night,Yes,Sometimes,7,Yes,"Free Products, Cashback",More offers,Yes,40.67,Depends,"Price inconsistency, Lack of variety","3,3,2,4,5",Personalized Offers
46–60,Female,Master's,30k–50k,City C,Employed,Rarely,447.47,UPI,Fresh Produce,Slightly,Always,Morning,Yes,Always,9,Yes,"Cashback, Exclusive Discounts",More offers,Yes,189.57,Yes,Long queues,"3,3,5,5,3",Cashback
26–35,Male,Master's,30k–50k,City A,Employed,Weekly,521.84,Credit Card,"Dairy, Fresh Produce",Moderately,Never,Evening,Yes,Sometimes,1,Maybe,"Cashback, Priority Checkout",Better variety,Yes,189.15,Yes,"Price inconsistency, Lack of variety, Poor customer service","4,4,3,2,3",Cashback
36–45,Female,High school,30k–50k,City B,Employed,Bi-weekly,552.74,Credit Card,"Frozen Foods, Dairy",Slightly,Sometimes,Evening,Yes,Never,2,Yes,"Cashback, Exclusive Discounts",Better variety,Yes,165.48,Yes,"Poor customer service, Long queues","3,3,3,4,4",Personalized Offers
18–25,Female,Doctorate,50k–100k,City A,Employed,Monthly,488.2,Credit Card,"Snacks, Frozen Foods",Not at all,Sometimes,Morning,Yes,Sometimes,3,Yes,"Priority Checkout, Points",Better variety,Maybe,99.97,Yes,"Long queues, Poor customer service","3,4,4,4,4",More Points
26–35,Female,Bachelor's,10k–30k,City A,Unemployed,Monthly,283.55,Credit Card,Frozen Foods,Not at all,Sometimes,Morning,No,Never,5,No,"Priority Checkout, Cashback",Better variety,Yes,80.05,Yes,"Poor customer service, Long queues, Price inconsistency","4,4,3,5,5",More Points
46–60,Male,Bachelor's,50k–100k,City B,Employed,Daily,539.78,UPI,Snacks,Strongly,Sometimes,Morning,Yes,Sometimes,4,Maybe,"Points, Exclusive Discounts",Better variety,Yes,30.33,Yes,"Long queues, Lack of variety, Price inconsistency","3,4,3,2,4",Instant Discounts
18–25,Male,Bachelor's,30k–50k,City A,Unemployed,Weekly,543.75,Cash,"Dairy, Fresh Produce, Snacks",Strongly,Sometimes,Night,No,Always,4,Yes,"Free Products, Priority Checkout",More offers,No,174.86,Depends,"Price inconsistency, Lack of variety, Product unavailability","4,5,2,4,4",More Points
18–25,Female,High school,50k–100k,City D,Employed,Weekly,418.38,Cash,Dairy,Strongly,Never,Afternoon,Yes,Sometimes,8,Maybe,"Priority Checkout, Free Products",Improved customer service,Yes,172.12,Depends,"Long queues, Product unavailability","5,3,2,4,3",More Points
18–25,Female,High school,30k–50k,City A,Self-employed,Weekly,345.87,Credit Card,"Frozen Foods, Fresh Produce, Household Supplies",Strongly,Sometimes,Night,No,Sometimes,8,No,"Points, Free Products",More offers,Maybe,149.57,Yes,"Lack of variety, Long queues, Price inconsistency","4,4,4,3,3",Personalized Offers
18–25,Male,Master's,10k–30k,City B,Employed,Weekly,677.11,Credit Card,"Household Supplies, Fresh Produce, Dairy",Strongly,Sometimes,Evening,Yes,Rarely,7,Yes,"Priority Checkout, Points",More offers,Maybe,53.48,Yes,"Poor customer service, Price inconsistency","4,3,5,5,5",Cashback
18–25,Female,High school,50k–100k,City A,Student,Daily,558.97,Credit Card,"Beverages, Fresh Produce, Snacks",Strongly,Never,Evening,Yes,Sometimes,1,Yes,"Points, Priority Checkout",Improved customer service,Yes,99.78,Yes,"Product unavailability, Price inconsistency, Lack of variety","4,5,3,4,3",More Points
26–35,Male,Bachelor's,10k–30k,City B,Employed,Bi-weekly,472.51,UPI,Beverages,Moderately,Sometimes,Afternoon,No,Sometimes,10,Yes,"Cashback, Priority Checkout",Better variety,No,112.83,Yes,"Price inconsistency, Poor customer service, Lack of variety","3,3,3,4,3",Cashback
26–35,Female,Bachelor's,50k–100k,City D,Student,Weekly,363.56,Mobile Wallet,"Snacks, Frozen Foods",Moderately,Always,Afternoon,Yes,Always,4,No,"Exclusive Discounts, Priority Checkout",Better variety,Yes,13.98,No,"Product unavailability, Long queues, Price inconsistency","4,4,4,5,5",Personalized Offers
46–60,Male,High school,30k–50k,City A,Self-employed,Weekly,401.38,Cash,"Snacks, Household Supplies, Frozen Foods",Slightly,Always,Afternoon,No,Sometimes,1,Maybe,"Free Products, Cashback",Faster billing,No,205.73,Yes,"Poor customer service, Long queues","4,3,2,5,4",Cashback
46–60,Female,Other,30k–50k,City D,Employed,Weekly,656.31,Credit Card,Household Supplies,Moderately,Sometimes,Morning,No,Sometimes,5,Maybe,"Priority Checkout, Cashback",More offers,Yes,38.9,Yes,"Product unavailability, Lack of variety","3,3,5,2,5",Personalized Offers
26–35,Male,Bachelor's,10k–30k,City A,Homemaker,Monthly,516.52,Credit Card,Household Supplies,Moderately,Never,Night,Yes,Never,3,No,"Free Products, Priority Checkout",Faster billing,Yes,73.22,Depends,Product unavailability,"4,3,3,2,3",Cashback
26–35,Male,Bachelor's,30k–50k,City C,Employed,Monthly,433.93,Cash,Dairy,Strongly,Sometimes,Evening,No,Sometimes,3,Yes,"Exclusive Discounts, Cashback",Better variety,Yes,13.69,Yes,Lack of variety,"5,5,2,2,4",More Points
26–35,Male,Bachelor's,10k–30k,City C,Employed,Bi-weekly,561.16,UPI,Frozen Foods,Moderately,Never,Morning,No,Rarely,4,Yes,"Priority Checkout, Exclusive Discounts",More offers,No,107.79,Yes,"Long queues, Poor customer service, Lack of variety","5,5,4,1,3",Instant Discounts
26–35,Male,Bachelor's,<10k,City D,Employed,Weekly,402.27,UPI,"Dairy, Household Supplies, Fresh Produce",Moderately,Sometimes,Night,Yes,Sometimes,2,Yes,"Cashback, Exclusive Discounts",Better variety,Yes,105.09,No,Lack of variety,"4,4,2,5,4",More Points
26–35,Female,High school,10k–30k,City C,Unemployed,Rarely,680.1,UPI,"Dairy, Beverages, Fresh Produce",Moderately,Sometimes,Morning,No,Always,7,Yes,"Exclusive Discounts, Free Products",Improved customer service,Yes,178.81,No,"Lack of variety, Price inconsistency, Poor customer service","5,4,4,4,4",More Points
36–45,Prefer not to say,Master's,<10k,City C,Homemaker,Weekly,662.34,UPI,Dairy,Slightly,Always,Afternoon,No,Sometimes,4,Maybe,"Free Products, Points",Faster billing,Maybe,63.15,No,Lack of variety,"3,3,5,5,4",Instant Discounts
26–35,Male,Other,>100k,City A,Employed,Weekly,444.01,Cash,"Snacks, Household Supplies, Dairy",Moderately,Never,Evening,Yes,Sometimes,5,Maybe,"Exclusive Discounts, Points",Improved customer service,Yes,54.88,No,"Lack of variety, Poor customer service, Price inconsistency","4,4,4,2,5",Cashback
26–35,Male,Bachelor's,>100k,City A,Employed,Weekly,424.56,Others,Fresh Produce,Moderately,Always,Morning,Yes,Never,2,Yes,"Exclusive Discounts, Points",Improved customer service,No,124.81,No,Product unavailability,"5,5,2,3,3",Personalized Offers
26–35,Female,Master's,10k–30k,City D,Student,Weekly,185.82,UPI,"Beverages, Dairy, Frozen Foods",Moderately,Sometimes,Evening,Yes,Rarely,6,Yes,"Free Products, Cashback",Improved customer service,Yes,0.0,Yes,Lack of variety,"5,4,5,5,3",Cashback
